Subject ID,Subject,Subject type,Interaction type,Object ID,Object,Object type,Disease
GO:0007568,aging,process,decreases_expression of,4318,MMP9,gene/protein,Alzheimer disease
GO:0007568,aging,process,increases_expression of,,IL1,gene/protein,Alzheimer disease
GO:0007568,aging,process,increases_expression of,7124,TNF,gene/protein,Alzheimer disease
104300,Alzheimer disease,disease,increases_activity of,GO:0030073,insulin secretion,process,Alzheimer disease
104300,Alzheimer disease,disease,cooccurs with,,increased fasting glucose level,phenotype,Alzheimer disease
104300,Alzheimer disease,disease,increases_expression of,177,AGER,gene/protein,Alzheimer disease
177,AGER,gene/protein,affects_quantity of,MP:0003329,amyloid beta deposits,phenotype,Alzheimer disease
177,AGER,gene/protein,is localized in,BTO:0000099,astrocyte,tissue/cell line,Alzheimer disease
,Advanced glycation end-product,drug/chemical compound,is localized in,BTO:0000099,astrocyte,tissue/cell line,Alzheimer disease
BTO:0000078,microglia,tissue/cell line,increases_expression of,177,AGER,gene/protein,Alzheimer disease
BTO:0000938,neuron,tissue/cell line,increases_expression of,177,AGER,gene/protein,Alzheimer disease
177,AGER (soluble splice variant),mRNA/protein variant,affects_activity of,GO:0006979,response to oxidative stress,process,Alzheimer disease
177,AGER (soluble splice variant),mRNA/protein variant,affects_activity of,GO:0002544,chronic inflammatory response,process,Alzheimer disease
104300,Alzheimer disease,disease,cooccurs with,,decreased AGER (soluble splice variant) level,phenotype,Alzheimer disease
,mild cognitive impairment,phenotype,cooccurs with,,decreased AGER (soluble splice variant) level,phenotype,Alzheimer disease
177,AGER,gene/protein,interacts (colocalizes) with,,S100,gene/protein,Alzheimer disease
177,AGER,gene/protein,interacts (colocalizes) with,3146,HMGB1,gene/protein,Alzheimer disease
,Aminoguanidine,drug/chemical compound,decreases_activity of,,Advanced glycation end-product,drug/chemical compound,Alzheimer disease
,Tenilsetam,drug/chemical compound,decreases_activity of,,Advanced glycation end-product,drug/chemical compound,Alzheimer disease
,Tenilsetam,drug/chemical compound,decreases_activity of,351,Amyloid beta peptide,gene/protein,Alzheimer disease
,Aminoguanidine,drug/chemical compound,decreases_activity of,351,Amyloid beta peptide,gene/protein,Alzheimer disease
C00386,Carnosine,drug/chemical compound,decreases_activity of,351,Amyloid beta peptide,gene/protein,Alzheimer disease
177,AGER,gene/protein,affects transport of,351,Amyloid beta peptide,gene/protein,Alzheimer disease
C02477,alpha-Tocopherol,drug/chemical compound,decreases_activity of,104300,Alzheimer disease,disease,Alzheimer disease
,Estrogen,drug/chemical compound,decreases_activity of,104300,Alzheimer disease,disease,Alzheimer disease
C00725,Lipoate,drug/chemical compound,decreases_activity of,104300,Alzheimer disease,disease,Alzheimer disease
203228,C9orf72 (GGGGCC-repeat expansion),gene/protein mutant,increases_activity of,104300,Alzheimer disease,disease,Alzheimer disease
104300,Alzheimer disease,disease,cooccurs with,,C9orf72 pathology,phenotype,Alzheimer disease
54209,TREM2-mut,gene/protein mutant,increases_activity of,104300,Alzheimer disease,disease,Alzheimer disease
rs75932628,TREM2 rs75932628,SNP,increases_activity of,104300,Alzheimer disease,disease,Alzheimer disease
104300,Alzheimer disease,disease,cooccurs with,,increased homocysteine level,phenotype,Alzheimer disease
104300,Alzheimer disease,disease,cooccurs with,MP:0006076,abnormal circulating homocysteine level,phenotype,Alzheimer disease
,increased homocysteine level,phenotype,cooccurs with,,cognitive impairment,phenotype,Alzheimer disease
C05776,Vitamin B12,drug/chemical compound,decreases_quantity of,C05330,Homocysteine,drug/chemical compound,Alzheimer disease
104300,Alzheimer disease,disease,cooccurs with,,decreased folate level,phenotype,Alzheimer disease
104300,Alzheimer disease,disease,cooccurs with,,increased homocystein level,phenotype,Alzheimer disease
104300,Alzheimer disease,disease,affects_quantity of,3458,IFNG,gene/protein,Alzheimer disease
104300,Alzheimer disease,disease,affects_quantity of,3586,IL10,gene/protein,Alzheimer disease
104300,Alzheimer disease,disease,affects_quantity of,,IL12A-IL12B complex,complex/PPI,Alzheimer disease
,Epstein-Barr virus infection,process,affects_activity of,104300,Alzheimer disease,disease,Alzheimer disease
,Epstein-Barr virus infection,process,affects_activity of,,B cell transformation,phenotype,Alzheimer disease
29979,UBQLN1 (TV4),mRNA/protein variant,is localized in,BTO:0000142,brain,tissue/cell line,Alzheimer disease
29979,UBQLN1 (TV3),mRNA/protein variant,is localized in,BTO:0000142,brain,tissue/cell line,Alzheimer disease
29979,UBQLN1 (TV2),mRNA/protein variant,is localized in,BTO:0000142,brain,tissue/cell line,Alzheimer disease
29979,UBQLN1 (TV1),mRNA/protein variant,is localized in,BTO:0000142,brain,tissue/cell line,Alzheimer disease
rs12344615,UBQLN1 rs12344615,SNP,increases_activity of,104300,Alzheimer disease,disease,Alzheimer disease
rs12344615,UBQLN1 rs12344615,SNP,affects_quantity of,29979,UBQLN1-var (TV2/TV1),mRNA/protein variant,Alzheimer disease
29979,UBQLN1,gene/protein,affects transport of,351,APP,gene/protein,Alzheimer disease
29979,UBQLN1 (TV3),mRNA/protein variant,affects_quantity of,5663,PSEN1,gene/protein,Alzheimer disease
29979,UBQLN1 (TV3),mRNA/protein variant,affects transport of,5663,PSEN1,gene/protein,Alzheimer disease
29979,UBQLN1 (TV1),mRNA/protein variant,affects transport of,5663,PSEN1,gene/protein,Alzheimer disease
29979,UBQLN1 (TV1),mRNA/protein variant,interacts (colocalizes) with,5663,PSEN1,gene/protein,Alzheimer disease
29979,UBQLN1,gene/protein,interacts (colocalizes) with,,MAP1LC3,gene/protein,Alzheimer disease
29979,UBQLN1 (UBL domain),gene/protein,affects transport of,,PolyQ protein,gene/protein,Alzheimer disease
,Abeta (25дус35) injected mouse,organism model,increases_activity of,,cognitive impairment,phenotype,Alzheimer disease
D03753,Perindopril,drug/chemical compound,decreases_activity of,,cognitive impairment,phenotype,Alzheimer disease
D07892,Enalapril,drug/chemical compound,decreases_activity of,,cognitive impairment,phenotype,Alzheimer disease
D08068,Imidapril,drug/chemical compound,decreases_activity of,,cognitive impairment,phenotype,Alzheimer disease
,ApoE4 transgenic mouse,organism model,increases_activity of,GO:0007611,learning or memory,process,Alzheimer disease
,APP23 mouse,organism model,increases_activity of,,cognitive impairment,phenotype,Alzheimer disease
29979,UBQLN1,gene/protein,affects_activity of,GO:0061077,chaperone-mediated protein folding,process,Alzheimer disease
29979,UBQLN1,gene/protein,affects_processing of,351,APP,gene/protein,Alzheimer disease
29979,UBQLN1,gene/protein,affects_processing of,GO:0042982,amyloid precursor protein metabolic process,process,Alzheimer disease
177,AGER,gene/protein,increases_transport of,351,Amyloid beta peptide,gene/protein,Alzheimer disease
,AGER-Abeta interaction,complex/PPI,decreases_activity of,GO:0035633,maintenance of blood-brain barrier,process,Alzheimer disease
351,Amyloid beta peptide (42),gene/protein,affects_activity of,GO:0043114,regulation of vascular permeability,process,Alzheimer disease
351,Amyloid beta peptide (42),gene/protein,affects_expression of,7082,TJP1,gene/protein,Alzheimer disease
351,Amyloid beta peptide (42),gene/protein,affects_activity of,GO:0006816,calcium ion transport,process,Alzheimer disease
351,Amyloid beta peptide (42),gene/protein,affects transport of,,MMP,gene/protein,Alzheimer disease
MP:0003329,amyloid beta deposits,phenotype,decreases_activity of,BTO:0004395,microvessel,tissue/cell line,Alzheimer disease
MP:0003329,amyloid beta deposits,phenotype,increases_expression of,177,AGER,gene/protein,Alzheimer disease
MP:0003329,amyloid beta deposits,phenotype,increases_quantity of,,MMP,gene/protein,Alzheimer disease
351,"Amyloid beta peptide (soluble, 56K)",complex/PPI,affects_activity of,BTO:0000142,brain,tissue/cell line,Alzheimer disease
351,"Amyloid beta peptide (soluble, 56K)",complex/PPI,increases_activity of,MP:0002229,neurodegeneration,phenotype,Alzheimer disease
GO:0006688,glycosphingolipid biosynthetic process,process,affects_quantity of,351,APP,gene/protein,Alzheimer disease
GO:0006688,glycosphingolipid biosynthetic process,process,affects_quantity of,351,Amyloid beta peptide,gene/protein,Alzheimer disease
,Glycosphingolipid,drug/chemical compound,affects_quantity of,351,sAPP,gene/protein,Alzheimer disease
GO:0006688,glycosphingolipid biosynthetic process,process,affects_quantity of,,Glycosphingolipid,drug/chemical compound,Alzheimer disease
D00234,Astemizole,drug/chemical compound,interacts (colocalizes) with,MP:0003214,neurofibrillary tangles,phenotype,Alzheimer disease
D00355,Lansoprazole,drug/chemical compound,interacts (colocalizes) with,MP:0003214,neurofibrillary tangles,phenotype,Alzheimer disease
D00234,Astemizole,drug/chemical compound,interacts (colocalizes) with,MP:0004250,tau protein deposits,phenotype,Alzheimer disease
D00355,Lansoprazole,drug/chemical compound,interacts (colocalizes) with,MP:0004250,tau protein deposits,phenotype,Alzheimer disease
104300,Alzheimer disease,disease,cooccurs with,,increased kynurenine metabolism,phenotype,Alzheimer disease
104300,Alzheimer disease,disease,decreases_quantity of,C00328,L-Kynurenine,drug/chemical compound,Alzheimer disease
104300,Alzheimer disease,disease,increases_quantity of,C01717,Kynurenic acid,drug/chemical compound,Alzheimer disease
104300,Alzheimer disease,disease,decreases_quantity of,C02794,3-Hydroxykynurenine,drug/chemical compound,Alzheimer disease
104300,Alzheimer disease,disease,increases_quantity of,883,CCBL1,gene/protein,Alzheimer disease
104300,Alzheimer disease,disease,increases_quantity of,51166,AADAT,gene/protein,Alzheimer disease
C01717,Kynurenic acid,drug/chemical compound,decreases_activity of,,NMDA receptor complex,complex/PPI,Alzheimer disease
51166,AADAT,gene/protein,increases_quantity of,C01717,Kynurenic acid,drug/chemical compound,Alzheimer disease
C00328,L-Kynurenine,drug/chemical compound,increases_activity of,,kynurenine pathway,process,Alzheimer disease
GO:0097053,L-kynurenine catabolic process,process,increases_quantity of,C01717,Kynurenic acid,drug/chemical compound,Alzheimer disease
GO:0097053,L-kynurenine catabolic process,process,increases_quantity of,C02794,3-Hydroxykynurenine,drug/chemical compound,Alzheimer disease
GO:0019441,tryptophan catabolic process to kynurenine,process,increases_quantity of,C00328,L-Kynurenine,drug/chemical compound,Alzheimer disease
D00458,Quetiapine fumarate,drug/chemical compound,decreases_activity of,104300,Alzheimer disease,disease,Alzheimer disease
GO:0007568,aging,process,increases_quantity of,C05330,Homocysteine,drug/chemical compound,Alzheimer disease
GO:0007568,aging,process,decreases_quantity of,C02170,Methylmalonate,drug/chemical compound,Alzheimer disease
3458,IFNG,gene/protein,increases_activity of,GO:0001774,microglial cell activation,process,Alzheimer disease
BTO:0001678,Th1-cell,tissue/cell line,affects_quantity of,3458,IFNG,gene/protein,Alzheimer disease
3458,IFNG,gene/protein,increases_quantity of,MP:0003329,amyloid beta deposits,phenotype,Alzheimer disease
,APP/PS1 mouse,organism model,increases_expression of,351,APP,gene/protein,Alzheimer disease
,APP/PS1 mouse,organism model,increases_expression of,5663,PSEN1,gene/protein,Alzheimer disease
BTO:0000782,T-lymphocyte,tissue/cell line,increases_activity of,GO:0072615,interleukin-17 secretion,process,Alzheimer disease
BTO:0000782,T-lymphocyte,tissue/cell line,increases_activity of,GO:0072643,interferon-gamma secretion,process,Alzheimer disease
,APP/PS1 mouse,organism model,increases_quantity of,BTO:0000782,T-lymphocyte,tissue/cell line,Alzheimer disease
MP:0002229,neurodegeneration,phenotype,affects_quantity of,C13550,24-Hydroxycholesterol,drug/chemical compound,Alzheimer disease
,mild cognitive impairment,phenotype,affects_quantity of,C13550,24-Hydroxycholesterol,drug/chemical compound,Alzheimer disease
104300,Alzheimer disease,disease,affects_quantity of,C13550,24-Hydroxycholesterol,drug/chemical compound,Alzheimer disease
C15473,Lithium,drug/chemical compound,affects_activity of,104300,Alzheimer disease,disease,Alzheimer disease
4137,MAPT,gene/protein,affects_activity of,2534,FYN,gene/protein,Alzheimer disease
2534,FYN,gene/protein,affects_activity of,,NMDA receptor complex,complex/PPI,Alzheimer disease
C00220,Methylene blue,drug/chemical compound,decreases_quantity of,MP:0004250,tau protein deposits,phenotype,Alzheimer disease
C00220,Methylene blue,drug/chemical compound,is_part_of,D02601,Phenothiazine,drug/chemical compound,Alzheimer disease
C00220,Methylene blue,drug/chemical compound,decreases_quantity of,4137,MAPT,gene/protein,Alzheimer disease
C00220,Methylene blue,drug/chemical compound,decreases_quantity of,4137,MAPT-phos,protein modification,Alzheimer disease
C14078,Congo red,drug/chemical compound,increases_quantity of,MP:0004250,tau protein deposits,phenotype,Alzheimer disease
C14078,Congo red,drug/chemical compound,is_part_of,,Anionic dye,drug/chemical compound,Alzheimer disease
,Thiazine red,drug/chemical compound,is_part_of,,Anionic dye,drug/chemical compound,Alzheimer disease
,Thioflavin S,drug/chemical compound,is_part_of,,Anionic dye,drug/chemical compound,Alzheimer disease
,Thiazine red,drug/chemical compound,increases_quantity of,MP:0004250,tau protein deposits,phenotype,Alzheimer disease
,Thioflavin S,drug/chemical compound,increases_quantity of,MP:0004250,tau protein deposits,phenotype,Alzheimer disease
C00220,Methylene blue,drug/chemical compound,decreases_activity of,C14078,Congo red,drug/chemical compound,Alzheimer disease
C00220,Methylene blue,drug/chemical compound,decreases_activity of,,Thiazine red,drug/chemical compound,Alzheimer disease
C00220,Methylene blue,drug/chemical compound,decreases_activity of,,Thioflavin S,drug/chemical compound,Alzheimer disease
4137,MAPT,gene/protein,interacts (colocalizes) with,,Anionic dye,drug/chemical compound,Alzheimer disease
,Aminothienopyridazine,drug/chemical compound,decreases_quantity of,MP:0004250,tau protein deposits,phenotype,Alzheimer disease
C00220,Methylene blue,drug/chemical compound,increases_activity of,GO:0016236,macroautophagy,process,Alzheimer disease
GO:0016236,macroautophagy,process,affects_activity of,GO:0043526,neuroprotection,process,Alzheimer disease
C00220,Methylene blue,drug/chemical compound,affects_activity of,,AMPK,complex/PPI,Alzheimer disease
C07625,Chloroquine,drug/chemical compound,decreases_activity of,GO:0016236,macroautophagy,process,Alzheimer disease
C00220,Methylene blue,drug/chemical compound,increases_expression of,5562,PRKAA1,gene/protein,Alzheimer disease
C00220,Methylene blue,drug/chemical compound,increases_activity of,GO:0006754,ATP biosynthetic process,process,Alzheimer disease
C00220,Methylene blue,drug/chemical compound,increases_expression of,5563,PRKAA2,gene/protein,Alzheimer disease
C00220,Methylene blue,drug/chemical compound,increases_expression of,5564,PRKAB1,gene/protein,Alzheimer disease
C00220,Methylene blue,drug/chemical compound,increases_expression of,5565,PRKAB2,gene/protein,Alzheimer disease
,AMPK,complex/PPI,increases_quantity of,81631,MAP1LC3B,gene/protein,Alzheimer disease
,increased 24-hydroxycholesterol level,phenotype,cooccurs with,,cognitive impairment,phenotype,Alzheimer disease
